ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-17566811,0,25.772627,-80.189613,2022-02-21 20:15:00+00:00,2022-02-21 20:55:55+00:00,0.9300000071525574,1.0,1.0,Slow,Delays of one minute on US-1 2nd Ave Southbound between 6th St and 2nd St. Average speed ten mph.,SE 2nd St,Miami,Miami-Dade,FL,US,33131,US/Eastern,KMIA,2022-02-21T14:53:00.000-05:00,77.0,77.0,62.0,30.18,10.0,E,12.0,0.0,,Mostly Cloudy
C-7467565,0,25.786695,-80.130608,2022-02-10 19:02:00+00:00,2022-02-10 19:47:42+00:00,1.4600000381469729,0.0,3.0,Slow,Delays of three minutes and delays increasing on SR-A1A Northbound between FL-A1A 5th St and FL-A1A Collins Ave. Average speed five mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33139-4103,US/Eastern,KMIA,2022-02-10T13:53:00.000-05:00,77.0,77.0,54.0,30.0,10.0,NNE,7.0,0.0,,Partly Cloudy
C-30724042,1,25.893429,-80.388199,2022-01-20 22:25:00+00:00,2022-01-20 23:05:48+00:00,2.859999895095825,3.0,3.0,Moderate,Delays of three minutes on SR-821 Southbound in Pennsuco. Average speed 20 mph.,NW 112th Ct,Miami,Miami-Dade,FL,US,33178,US/Eastern,KMIA,2022-01-20T17:53:00.000-05:00,76.0,76.0,85.0,30.03,10.0,SE,6.0,0.0,,Mostly Cloudy
C-22748217,1,25.91654,-80.21041899999999,2022-02-14 19:50:00+00:00,2022-02-14 20:31:50+00:00,1.5199999809265137,1.0,1.0,Moderate,Delays of one minute on I-95 Southbound between Exits 12 12B 12C US-441 and I-95 Express Ln. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33169,US/Eastern,KHWO,2022-02-14T14:53:00.000-05:00,72.0,72.0,48.0,30.21,10.0,NNE,20.0,0.0,,Mostly Cloudy
C-24222581,0,25.963646,-80.147018,2022-07-21 20:12:00+00:00,2022-07-21 20:54:46+00:00,1.919999957084656,0.0,1.0,Moderate,Delays of one minute on US-1 Biscayne Blvd Southbound between 5th St and 203rd St. Average speed 20 mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33180,US/Eastern,KHWO,2022-07-21T15:53:00.000-04:00,91.0,91.0,53.0,30.03,10.0,ESE,12.0,0.0,,Fair
C-12335161,0,25.785795,-80.130737,2022-02-07 19:59:00+00:00,2022-02-07 20:46:01+00:00,1.6799999475479126,0.0,3.0,Slow,Delays of three minutes and delays increasing on SR-A1A Northbound between FL-A1A 5th St and FL-A1A Collins Ave. Average speed five mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33139-4103,US/Eastern,KMIA,2022-02-07T14:53:00.000-05:00,81.0,81.0,60.0,30.03,10.0,ESE,12.0,0.0,,Partly Cloudy
C-28541736,2,25.957111,-80.173103,2022-05-17 19:33:00+00:00,2022-05-17 21:02:36+00:00,2.759999990463257,0.0,3.0,Fast,Delays of three minutes and delays easing on I-95 Southbound in Ives Estates. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,2022-05-17T15:53:00.000-04:00,84.0,84.0,58.0,29.97,10.0,E,13.0,0.0,,Mostly Cloudy
C-72685,0,25.860853,-80.121025,2022-03-14 21:56:00+00:00,2022-03-14 22:51:41+00:00,1.5900000333786009,2.0,2.0,Moderate,Delays of two minutes and delays increasing on Collins Ave Northbound in North Shores. Average speed ten mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33141-2713,US/Eastern,KOPF,2022-03-14T17:53:00.000-04:00,73.0,73.0,66.0,30.21,10.0,E,14.0,0.0,,Cloudy
C-17583850,0,25.73999,-80.23784599999998,2022-02-19 18:51:00+00:00,2022-02-19 19:32:55+00:00,1.2400000095367432,0.0,2.0,Moderate,Delays of two minutes on US-1 Dixie Hwy Southbound between 19th Ave and FL-9 27th Ave. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33133,US/Eastern,KMIA,2022-02-19T13:53:00.000-05:00,84.0,84.0,61.0,30.11,10.0,VAR,7.0,0.0,,Partly Cloudy
C-3873346,0,25.907232,-80.158241,2022-01-02 19:14:00+00:00,2022-01-02 19:59:49+00:00,0.699999988079071,2.0,3.0,Moderate,Delays of three minutes and delays increasing on US-1 Biscayne Blvd Northbound in Keystone Islands. Average speed five mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33181,US/Eastern,KOPF,2022-01-02T13:53:00.000-05:00,83.0,83.0,60.0,30.02,10.0,S,17.0,0.0,,Partly Cloudy
C-18507623,1,25.78157,-80.354385,2022-02-17 20:32:00+00:00,2022-02-17 21:39:57+00:00,2.690000057220459,3.0,4.0,Moderate,Delays of four minutes and delays increasing on SR-836-TOLL Westbound between FL-826 and FL-821 Florida's Tpke. Average speed 15 mph.,Dolphin Expy W,Miami,Miami-Dade,FL,US,33172,US/Eastern,KMIA,2022-02-17T15:53:00.000-05:00,78.0,78.0,76.0,30.12,10.0,E,18.0,0.0,,Mostly Cloudy
C-2832235,0,25.744099,-80.399902,2022-04-08 21:49:00+00:00,2022-04-08 22:34:28+00:00,1.0800000429153442,2.0,3.0,Slow,Delays of three minutes on Sw 26th St Westbound in Tamiami. Average speed ten mph.,SW 26th St,Miami,Miami-Dade,FL,US,33175,US/Eastern,KTMB,2022-04-08T17:53:00.000-04:00,78.0,78.0,54.0,29.95,10.0,W,14.0,0.0,,Cloudy
C-7489120,0,25.844681,-80.12059,2022-04-06 21:40:00+00:00,2022-04-06 22:23:10+00:00,1.0900000333786009,2.0,2.0,Slow,Delays of two minutes on SR-907 Northbound between FL-907 Alton Rd and 63rd St. Average speed ten mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33141-4622,US/Eastern,KOPF,2022-04-06T17:53:00.000-04:00,87.0,87.0,63.0,29.87,10.0,S,15.0,0.0,,Fair
C-26192047,2,25.78977,-80.204697,2022-08-02 12:11:00+00:00,2022-08-02 13:09:25+00:00,4.760000228881836,1.0,3.0,Fast,Delays of three minutes and delays easing on I-95 Southbound between Exit 6A 5th Pl and Exits 1B 2A 2B 2C 3rd Ave. Average speed 25 mph.,I-95 S,Miami,Miami-Dade,FL,US,33136,US/Eastern,KMIA,2022-08-02T07:53:00.000-04:00,83.0,83.0,77.0,30.08,10.0,ESE,8.0,0.0,,Fair
C-7448814,2,25.876511,-80.209122,2022-02-11 21:57:00+00:00,2022-02-11 22:38:52+00:00,6.960000038146973,3.0,7.0,Fast,Delays of seven minutes on I-95 Southbound between I-95 Express Ln and Exits 8A 8B FL-932 103rd St. Average speed 25 mph.,I-95 S,Miami,Miami-Dade,FL,US,33168,US/Eastern,KOPF,2022-02-11T16:53:00.000-05:00,76.0,76.0,67.0,30.01,10.0,E,9.0,0.0,,Cloudy
C-4573288,0,25.807581,-80.263191,2022-06-14 20:55:00+00:00,2022-06-14 21:54:14+00:00,2.0699999332427983,0.0,2.0,Moderate,Delays of two minutes and delays easing on SR-112-TOLL Westbound between FL-112-TOLL Airport Expy and FL-836-TOLL. Average speed 20 mph.,Airport Expy W,Miami,Miami-Dade,FL,US,33142,US/Eastern,KMIA,2022-06-14T16:53:00.000-04:00,88.0,88.0,67.0,30.01,10.0,SE,10.0,0.0,,Partly Cloudy
C-2977185,2,25.957111,-80.173103,2022-01-29 18:05:00+00:00,2022-01-29 19:04:52+00:00,2.200000047683716,1.0,3.0,Fast,Delays of three minutes on I-95 Southbound in Ives Estates. Average speed 15 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,2022-01-29T12:53:00.000-05:00,56.0,56.0,37.0,30.12,10.0,WNW,23.0,0.0,,Fair / Windy
C-7851615,1,25.708467,-80.333176,2022-08-17 13:20:00+00:00,2022-08-17 14:01:07+00:00,1.7300000190734863,0.0,1.0,Fast,Delays of one minute on SR-874-TOLL Northbound in Glenvar Heights. Average speed 25 mph.,S Dade Expy N,Miami,Miami-Dade,FL,US,33143,US/Eastern,KMIA,2022-08-17T08:53:00.000-04:00,85.0,85.0,74.0,29.99,10.0,SW,7.0,0.0,,Mostly Cloudy
C-71827,0,25.807629,-80.123878,2022-03-14 23:16:00+00:00,2022-03-14 23:57:34+00:00,0.9499999880790708,0.0,2.0,Slow,Delays of two minutes on Collins Ave Northbound in Oceanfront. Average speed ten mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33140-4024,US/Eastern,KMIA,2022-03-14T18:53:00.000-04:00,70.0,70.0,87.0,30.21,6.0,NE,8.0,0.0,,Light Rain
C-21933252,1,25.750134,-80.209633,2022-08-25 20:46:00+00:00,2022-08-25 21:33:40+00:00,1.399999976158142,1.0,2.0,Moderate,Delays of two minutes and delays increasing on I-95 Southbound between Exits 1B 2A 2B 2C 3rd Ave and US-1 Dixie Hwy. Average speed 15 mph.,I-95 S,Miami,Miami-Dade,FL,US,33129,US/Eastern,KMIA,2022-08-25T16:53:00.000-04:00,91.0,91.0,59.0,29.98,10.0,SE,10.0,0.0,,Partly Cloudy
C-17596764,1,25.5665,-80.363136,2022-02-18 20:45:00+00:00,2022-02-18 21:56:00+00:00,4.75,3.0,4.0,Fast,Delays of four minutes and delays increasing on SR-821 Southbound between FL-874-TOLL and FL-821 Florida's Tpke. Average speed 25 mph.,SW 216th St,Miami,Miami-Dade,FL,US,33170,US/Eastern,KHST,2022-02-18T15:56:00.000-05:00,81.0,81.0,72.0,30.02,10.0,SE,7.0,0.0,,Cloudy
C-2826162,1,25.78722,-80.18541,2022-04-08 18:11:00+00:00,2022-04-08 19:11:37+00:00,1.7699999809265137,6.0,6.0,Slow,Delays of six minutes and delays increasing on Macarthur Cswy Southbound between FL-A1A Macarthur Cswy and 1st Ave. Average speed ten mph.,MacArthur Cswy W,Miami,Miami-Dade,FL,US,33132,US/Eastern,KMIA,2022-04-08T13:53:00.000-04:00,81.0,81.0,42.0,29.98,10.0,NNW,8.0,0.0,,Mostly Cloudy
C-24828219,0,25.813894,-80.12380999999998,2022-04-11 19:47:00+00:00,2022-04-11 20:31:25+00:00,0.6499999761581421,1.0,1.0,Slow,Delays of one minute on SR-A1A Southbound between FL-A1A Collins Ave and Indian Creek Dr. Average speed ten mph.,42nd St,Miami Beach,Miami-Dade,FL,US,33140,US/Eastern,KMIA,2022-04-11T15:53:00.000-04:00,79.0,79.0,50.0,30.14,10.0,E,20.0,0.0,,Mostly Cloudy
C-18591699,0,25.76623,-80.199539,2022-03-03 13:27:00+00:00,2022-03-03 14:08:55+00:00,0.959999978542328,1.0,2.0,Slow,Delays of two minutes on US-41 8th St Eastbound between US-41 8th St and I-95 Exits 1B 2A 2B 2C. Average speed ten mph.,SW 8th St,Miami,Miami-Dade,FL,US,33130-3515,US/Eastern,KMIA,2022-03-03T08:53:00.000-05:00,77.0,77.0,66.0,30.16,10.0,VAR,5.0,0.0,,Fair
C-12335056,1,25.77058,-80.214561,2022-02-07 19:15:00+00:00,2022-02-07 20:35:05+00:00,2.220000028610229,4.0,5.0,Slow,Delays of five minutes and delays increasing on SR-933 Southbound in East Little Havana. Average speed ten mph.,SW 3rd St,Miami,Miami-Dade,FL,US,33130-2003,US/Eastern,KMIA,2022-02-07T13:53:00.000-05:00,82.0,82.0,58.0,30.04,10.0,SSE,10.0,0.0,,Partly Cloudy
C-28468412,0,25.762169,-80.33622700000002,2022-02-23 22:16:00+00:00,2022-02-23 23:02:51+00:00,0.8299999833106995,1.0,1.0,Slow,Delays of one minute and delays increasing on SR-973 Southbound between FL-968 Flagler St and US-41 8th St. Average speed ten mph.,SW 87th Ave,Miami,Miami-Dade,FL,US,33174,US/Eastern,KMIA,2022-02-23T16:53:00.000-05:00,78.0,78.0,64.0,30.16,10.0,E,10.0,0.0,,Partly Cloudy
C-22431906,0,25.673693,-80.32015200000002,2022-09-07 13:25:00+00:00,2022-09-07 14:09:41+00:00,1.1799999475479126,0.0,1.0,Moderate,Delays of one minute on US-1 Dixie Hwy Northbound between US-1 Dixie Hwy and 104th St. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33156,US/Eastern,KTMB,2022-09-07T09:53:00.000-04:00,87.0,87.0,72.0,29.96,10.0,VAR,3.0,0.0,,Fair
C-24211658,2,25.595226,-80.37217700000002,2022-07-22 20:55:00+00:00,2022-07-22 22:26:02+00:00,5.96999979019165,4.0,6.0,Moderate,Delays of six minutes and delays increasing on Florida's Turnpike Express Lanes Southbound between FL-821 Florida's Tpke Exits 16 17 18 and FL-821 Florida's Tpke. Average speed 20 mph.,Quail Roost Dr,Miami,Miami-Dade,FL,US,33157,US/Eastern,KTMB,2022-07-22T16:53:00.000-04:00,89.0,89.0,63.0,30.04,10.0,ESE,16.0,0.0,,Fair
C-12161340,0,25.832912,-80.18402900000002,2022-03-07 12:59:00+00:00,2022-03-07 13:41:34+00:00,0.9399999976158142,1.0,2.0,Moderate,Delays of two minutes on US-1 Biscayne Blvd Southbound between 72nd St and 61st St. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33137-2226,US/Eastern,KMIA,2022-03-07T08:03:00.000-05:00,77.0,77.0,79.0,30.14,10.0,E,17.0,0.0,,Cloudy
C-8135382,0,25.80777,-80.189468,2022-03-17 16:04:00+00:00,2022-03-17 16:46:59+00:00,1.0599999427795408,2.0,2.0,Moderate,Delays of two minutes on US-1 Biscayne Blvd Southbound between US-1 Biscayne Blvd and 33rd St. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33137,US/Eastern,KMIA,2022-03-17T11:53:00.000-04:00,82.0,82.0,71.0,30.04,10.0,SSE,9.0,0.0,,Mostly Cloudy
C-6202078,1,25.914913,-80.210297,2022-07-29 12:20:00+00:00,2022-07-29 13:02:21+00:00,1.5199999809265137,0.0,1.0,Moderate,Delays of one minute on I-95 Southbound between Exits 12 12B 12C US-441 and I-95 Express Ln. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33169,US/Eastern,KHWO,2022-07-29T07:53:00.000-04:00,82.0,82.0,76.0,30.1,10.0,E,6.0,0.0,,Fair
C-22736850,1,25.926029,-80.155373,2022-02-15 13:46:00+00:00,2022-02-15 14:27:44+00:00,0.6899999976158142,0.0,1.0,Slow,Delays of one minute on SR-826 Northbound in North Miami Beach. Average speed ten mph.,NE 163rd St,North Miami Beach,Miami-Dade,FL,US,33160-3702,US/Eastern,KHWO,2022-02-15T08:53:00.000-05:00,71.0,71.0,53.0,30.34,10.0,ENE,15.0,0.0,,Fair
C-2158238,0,25.774281,-80.140068,2022-05-28 19:07:00+00:00,2022-05-28 19:50:01+00:00,1.4900000095367432,1.0,2.0,Moderate,Delays of two minutes on SR-A1A Northbound between FL-A1A Macarthur Cswy and FL-A1A 5th St. Average speed 15 mph.,5th St,Miami Beach,Miami-Dade,FL,US,33139,US/Eastern,KMIA,2022-05-28T14:53:00.000-04:00,88.0,88.0,61.0,29.92,10.0,ESE,15.0,0.0,,Fair
C-4020624,0,25.76248,-80.320908,2022-06-21 21:18:00+00:00,2022-06-21 22:51:19+00:00,1.4500000476837158,0.0,1.0,Moderate,Delays of one minute and delays increasing on US-41 8th St Westbound between 68th Ct and 80th Ct. Average speed 15 mph.,SW 8th St,Miami,Miami-Dade,FL,US,33144,US/Eastern,KMIA,2022-06-21T16:53:00.000-04:00,86.0,86.0,53.0,30.07,10.0,NE,12.0,0.0,,Mostly Cloudy
C-2949515,3,25.860497,-80.20839699999998,2022-01-31 13:24:00+00:00,2022-01-31 14:14:54+00:00,8.130000114440918,8.0,10.0,Moderate,Severe delays of ten minutes and delays increasing on I-95 Southbound between Exits 12 12B 12C US-441 and Exit 7 6th Ct. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33150,US/Eastern,KOPF,2022-01-31T08:53:00.000-05:00,55.0,55.0,40.0,30.23,10.0,N,10.0,0.0,,Fair
C-15269513,1,25.77063,-80.320358,2022-04-20 15:05:00+00:00,2022-04-20 15:47:45+00:00,2.9600000381469727,1.0,2.0,Fast,Delays of two minutes on SR-826 Northbound in Flagami. Average speed 25 mph.,Palmetto Expy N,Miami,Miami-Dade,FL,US,33126,US/Eastern,KMIA,2022-04-20T10:53:00.000-04:00,80.0,80.0,54.0,30.16,10.0,NE,14.0,0.0,,Mostly Cloudy
C-25127470,0,25.742685,-80.230133,2022-03-11 13:27:00+00:00,2022-03-11 14:19:49+00:00,1.309999942779541,2.0,3.0,Moderate,Delays of three minutes and delays easing on US-1 Dixie Hwy Northbound between Virginia St and 22nd Ave. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33133-2313,US/Eastern,KMIA,2022-03-11T08:53:00.000-05:00,80.0,80.0,79.0,30.03,10.0,S,9.0,0.0,,Partly Cloudy
C-2174263,0,25.74851,-80.28716999999997,2022-05-26 20:36:00+00:00,2022-05-26 21:24:45+00:00,1.75,2.0,4.0,Slow,Delays of four minutes on Coral Way Westbound between FL-972 Coral Way and 24th St. Average speed ten mph.,Coral Way,Miami,Miami-Dade,FL,US,33155,US/Eastern,KMIA,2022-05-26T16:53:00.000-04:00,86.0,86.0,61.0,30.04,10.0,ESE,10.0,0.0,,Mostly Cloudy
C-7517770,1,25.927441,-80.204903,2022-04-04 15:47:00+00:00,2022-04-04 16:30:53+00:00,1.4700000286102295,1.0,2.0,Moderate,Delays of two minutes on SR-826 Northbound between FL-826 and FL-826 167th St. Average speed 15 mph.,Florida's Tpke S,Miami,Miami-Dade,FL,US,33169,US/Eastern,KHWO,2022-04-04T11:53:00.000-04:00,83.0,83.0,65.0,29.99,10.0,E,13.0,0.0,,Fair
C-25020895,0,25.839424,-80.314011,2022-01-25 22:49:00+00:00,2022-01-25 23:36:51+00:00,1.1299999952316284,2.0,2.0,Slow,Delays of two minutes and delays easing on SR-969 Northbound between FL-969 72nd Ave and FL-934 74th St Conn. Average speed ten mph.,NW 72nd Ave,Miami,Miami-Dade,FL,US,33166,US/Eastern,KMIA,2022-01-25T17:53:00.000-05:00,70.0,70.0,65.0,30.0,10.0,E,8.0,0.0,,Mostly Cloudy
C-19813050,2,25.790485,-80.204994,2022-08-23 12:09:00+00:00,2022-08-23 12:54:13+00:00,6.960000038146973,3.0,5.0,Fast,Delays of five minutes on I-95 Southbound between Exit 7 6th Ct and Exits 1B 2A 2B 2C 3rd Ave. Average speed 25 mph.,I-95 S,Miami,Miami-Dade,FL,US,33136,US/Eastern,KMIA,2022-08-23T07:53:00.000-04:00,85.0,85.0,77.0,29.92,10.0,E,6.0,0.0,,Partly Cloudy
C-11134064,1,25.865171,-80.208527,2022-02-03 14:29:00+00:00,2022-02-03 15:12:53+00:00,3.0799999237060547,0.0,1.0,Fast,Delays of one minute on I-95 Southbound between Exit 10A FL-922 125th St and Exit 7 6th Ct. Average speed 35 mph.,I-95 S,Miami,Miami-Dade,FL,US,33150,US/Eastern,KOPF,2022-02-03T09:53:00.000-05:00,77.0,77.0,58.0,30.18,10.0,ESE,15.0,0.0,,Fair
C-7443075,2,25.758326,-80.321022,2022-02-11 23:11:00+00:00,2022-02-11 23:57:48+00:00,11.109999656677246,8.0,12.0,Moderate,Severe delays of twelve minutes and delays increasing on SR-826 Southbound between FL-826 Palmetto Expy and FL-826. Average speed 20 mph.,Palmetto Expy S,Miami,Miami-Dade,FL,US,33144,US/Eastern,KMIA,2022-02-11T17:53:00.000-05:00,74.0,74.0,79.0,30.02,10.0,E,8.0,0.01,,Light Rain
C-32094457,2,25.812578,-80.386513,2022-07-07 20:09:00+00:00,2022-07-07 21:54:37+00:00,6.309999942779541,7.0,7.0,Moderate,Delays of seven minutes and delays increasing on SR-821 Southbound in Sweetwater. Average speed 20 mph.,Florida's Tpke S,Miami,Miami-Dade,FL,US,33178,US/Eastern,KMIA,2022-07-07T15:53:00.000-04:00,91.0,91.0,53.0,30.02,10.0,ESE,10.0,0.0,,Mostly Cloudy
C-26187524,0,25.772644,-80.188614,2022-08-02 21:44:00+00:00,2022-08-02 22:25:22+00:00,0.4699999988079071,1.0,1.0,Slow,Delays of one minute on US-1 2nd St Southbound between US-1 Biscayne Blvd and 3rd Ave. Average speed five mph.,SE 2nd St,Miami,Miami-Dade,FL,US,33131,US/Eastern,KMIA,2022-08-02T17:53:00.000-04:00,87.0,87.0,65.0,30.03,10.0,E,10.0,0.0,,Mostly Cloudy
C-5725478,0,25.596853,-80.413368,2022-08-29 12:05:00+00:00,2022-08-29 12:47:20+00:00,2.200000047683716,3.0,3.0,Slow,Delays of three minutes on Sw 137th Ave Northbound between 208th St and 137th Ave. Average speed ten mph.,Eureka Dr,Miami,Miami-Dade,FL,US,33177,US/Eastern,KTMB,2022-08-29T08:00:00.000-04:00,75.0,75.0,94.0,29.94,10.0,CALM,0.0,0.01,,Light Rain
C-5508464,0,25.644438,-80.333969,2022-01-27 20:17:00+00:00,2022-01-27 20:58:51+00:00,1.25,0.0,2.0,Moderate,Delays of two minutes on US-1 Dixie Hwy Southbound between 124th St and 136th St. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33156,US/Eastern,KTMB,2022-01-27T14:53:00.000-05:00,81.0,81.0,60.0,29.98,10.0,WNW,7.0,0.0,,Cloudy
C-8531216,0,25.667091,-80.323425,2022-02-04 23:19:00+00:00,2022-02-05 00:03:42+00:00,2.0,1.0,3.0,Moderate,Delays of three minutes on US-1 Dixie Hwy Southbound between US-1 Pinecrest Pkwy Dixie Hwy and FL-990 112th St. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33156,US/Eastern,KTMB,2022-02-04T17:53:00.000-05:00,76.0,76.0,69.0,30.13,10.0,SE,9.0,0.0,,Fair
C-17058672,0,25.947371,-80.146889,2022-05-04 12:43:00+00:00,2022-05-04 13:33:48+00:00,1.2999999523162842,1.0,3.0,Slow,Delays of three minutes and delays increasing on SR-860 Eastbound between FL-860 Miami Gardens Dr and US-1 Biscayne Blvd. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33180-2916,US/Eastern,KHWO,2022-05-04T08:53:00.000-04:00,79.0,79.0,77.0,30.06,10.0,N,5.0,0.0,,Fair
C-4034065,2,25.830362,-80.321945,2022-06-19 18:30:00+00:00,2022-06-19 19:21:08+00:00,1.919999957084656,7.0,7.0,Slow,Delays of seven minutes and delays increasing on Palmetto Express Lanes Southbound between FL-826 Palmetto Expy and FL-826. Average speed ten mph.,Palmetto Expy S,Miami,Miami-Dade,FL,US,33166,US/Eastern,KMIA,2022-06-19T14:53:00.000-04:00,91.0,91.0,55.0,29.97,10.0,VAR,5.0,0.0,,Mostly Cloudy
