ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-5498327,1,41.997112,-87.787483,2022-01-28 12:24:00+00:00,2022-01-28 13:33:03+00:00,4.150000095367432,8.0,9.0,Slow,Delays of nine minutes and delays increasing on Nagle Ave Northbound between Montrose Ave and Devon Ave. Average speed ten mph.,N Nagle Ave,Chicago,Cook,IL,US,60646-1028,US/Central,KORD,2022-01-28T07:09:00.000-05:00,16.0,2.0,81.0,29.52,1.0,N,13.0,0.01,,Light Snow
C-2836866,3,41.982578,-87.793869,2022-04-08 18:24:00+00:00,2022-04-08 20:09:53+00:00,10.289999961853027,12.0,23.0,Slow,Severe delays of 23 minutes and delays increasing on I-90 Kennedy Expy Westbound between Exit 46B Diversey Ave and Exits 81A 81B Bryn Mawr Ave. Average speed ten mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-04-08T14:51:00.000-04:00,38.0,33.0,86.0,28.95,6.0,NE,7.0,0.02,,Light Rain
C-26061851,0,41.778381,-87.744713,2022-02-02 14:41:00+00:00,2022-02-02 15:22:15+00:00,1.5,3.0,3.0,Slow,Delays of three minutes on 63rd St Westbound in Clearing. Average speed ten mph.,W 63rd St,Chicago,Cook,IL,US,60638,US/Central,KMDW,2022-02-02T09:53:00.000-05:00,22.0,9.0,85.0,29.55,0.5,N,14.0,0.02,,Snow
C-17024615,1,41.897877,-87.65934,2022-05-11 21:50:00+00:00,2022-05-11 22:33:21+00:00,3.700000047683716,0.0,2.0,Fast,Delays of two minutes on I-90 Kennedy Expy Eastbound between Exit 46B Diversey Ave and I-90 Kennedy Expy. Average speed 30 mph.,I-90 E,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-05-11T17:53:00.000-04:00,91.0,91.0,48.0,29.41,10.0,E,16.0,0.0,,Mostly Cloudy
C-7883750,1,41.883141,-87.646019,2022-08-13 22:33:00+00:00,2022-08-13 23:15:41+00:00,1.2699999809265137,0.0,1.0,Moderate,Delays of one minute on I-90 Kennedy Expy Eastbound between I-90 Kennedy Expy and Exit 51E Monroe St. Average speed 15 mph.,W Washington Blvd,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-08-13T18:53:00.000-04:00,80.0,80.0,52.0,29.29,10.0,S,10.0,0.0,,Mostly Cloudy
C-24235434,1,41.874065,-87.726486,2022-07-20 18:52:00+00:00,2022-07-20 19:33:45+00:00,2.4800000190734863,2.0,2.0,Fast,Delays of two minutes on I-290 Eisenhower Expy Westbound between Exit 27B Van Buren St and Exit 25 Congress Pkwy. Average speed 25 mph.,W Congress Pkwy,Chicago,Cook,IL,US,60624,US/Central,KMDW,2022-07-20T14:53:00.000-04:00,88.0,88.0,45.0,28.97,10.0,W,24.0,0.0,,Mostly Cloudy / Windy
C-14125860,1,41.873741,-87.724777,2022-06-08 14:49:00+00:00,2022-06-08 15:32:49+00:00,2.200000047683716,0.0,2.0,Moderate,Delays of two minutes on I-290 Eisenhower Expy Eastbound between Exit 24B Lexington St and Exit 26A Harrison St. Average speed 20 mph.,W Harrison St,Chicago,Cook,IL,US,60624,US/Central,KMDW,2022-06-08T10:53:00.000-04:00,71.0,71.0,45.0,29.19,10.0,SSE,12.0,0.0,,Cloudy
C-13091260,1,41.899994,-87.618973,2022-03-23 18:39:00+00:00,2022-03-23 19:29:34+00:00,1.5199999809265137,5.0,5.0,Slow,Delays of five minutes and delays increasing on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Southbound between La Salle Dr and Chestnut St. Average speed ten mph.,N Lake Shore Dr S,Chicago,Cook,IL,US,60611,US/Central,KMDW,2022-03-23T14:53:00.000-04:00,60.0,60.0,75.0,28.78,9.0,SSW,3.0,0.0,,Cloudy
C-18499376,1,41.949314,-87.722984,2022-02-18 00:33:00+00:00,2022-02-18 01:15:02+00:00,2.1700000762939453,2.0,2.0,Fast,Delays of two minutes on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 20 mph.,N Hamlin Ave,Chicago,Cook,IL,US,60618-4010,US/Central,KORD,2022-02-17T19:20:00.000-05:00,21.0,9.0,81.0,29.22,1.0,NNW,13.0,0.02,,Light Snow
C-12872481,1,41.897877,-87.65934,2022-04-26 21:49:00+00:00,2022-04-26 22:32:00+00:00,3.700000047683716,0.0,3.0,Fast,Delays of three minutes on I-90 Kennedy Expy Eastbound between Exit 46B Diversey Ave and I-90 Kennedy Expy. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-04-26T17:53:00.000-04:00,51.0,51.0,36.0,29.57,10.0,NW,16.0,0.0,,Partly Cloudy
C-13125262,3,41.897221,-87.65924100000002,2022-03-20 21:46:00+00:00,2022-03-20 23:16:02+00:00,14.75,19.0,21.0,Moderate,Severe delays of 21 minutes and delays increasing on I-90 Kennedy Expy Eastbound between Exit 82A Gregory St and Exit 50A Racine Ave. Average speed 15 mph.,I-90 E,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-03-20T17:53:00.000-04:00,63.0,63.0,37.0,29.42,10.0,SW,8.0,0.0,,Fair
C-23577682,1,41.982563,-87.795059,2022-04-14 15:56:00+00:00,2022-04-14 16:50:48+00:00,2.549999952316284,1.0,2.0,Moderate,Delays of two minutes and delays easing on I-90 Kennedy Expy Westbound between Exit 83A Foster Ave and Exits 81A 81B Bryn Mawr Ave. Average speed 20 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-04-14T11:51:00.000-04:00,44.0,35.0,40.0,29.11,10.0,WSW,25.0,0.0,,Fair / Windy
C-2941285,3,41.765797,-87.625519,2022-02-01 13:44:00+00:00,2022-02-01 14:25:07+00:00,10.920000076293944,7.0,11.0,Moderate,Severe delays of eleven minutes on I-94 Dan Ryan Expy Westbound between Exits 66A 66B 115th St and I-94 Dan Ryan Expy Dan Ryan Express Lane. Average speed 20 mph.,Dan Ryan Expy N,Chicago,Cook,IL,US,60621,US/Central,KMDW,2022-02-01T08:53:00.000-05:00,40.0,32.0,58.0,29.21,10.0,SSW,14.0,0.0,,Mostly Cloudy
C-13018115,1,41.872688,-87.644852,2022-08-06 01:43:00+00:00,2022-08-06 02:52:36+00:00,0.0,3.0,4.0,Slow,Delays of four minutes and delays easing on I-94 Westbound near I-90 Dan Ryan Express Lane. Average speed ten mph.,Dan Ryan Expy W,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-08-05T21:53:00.000-04:00,83.0,83.0,69.0,29.38,10.0,E,8.0,0.0,,Fair
C-33052784,2,41.820728,-87.73217,2022-05-20 17:30:00+00:00,2022-05-20 18:31:12+00:00,6.4099998474121085,5.0,8.0,Moderate,Delays of eight minutes and delays increasing on I-55 Stevenson Expy Southbound between I-55 Stevenson Expy and Exit 286 IL-50 Cicero Ave. Average speed 20 mph.,Adlai E Stevenson Expy S,Chicago,Cook,IL,US,60632,US/Central,KMDW,2022-05-20T13:53:00.000-04:00,82.0,82.0,56.0,28.79,10.0,SSW,20.0,0.0,,Cloudy
C-1526695,1,41.897877,-87.65934,2022-08-31 23:13:00+00:00,2022-08-31 23:55:34+00:00,4.679999828338623,0.0,3.0,Fast,Delays of three minutes on I-90 Kennedy Expy Eastbound between Exit 46B Diversey Ave and I-90 Kennedy Expy. Average speed 30 mph.,I-90 E,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-08-31T18:53:00.000-04:00,86.0,86.0,38.0,29.31,10.0,W,6.0,0.0,,Fair
C-11450103,1,41.939449,-87.707916,2022-06-24 16:24:00+00:00,2022-06-24 17:12:13+00:00,2.720000028610229,2.0,2.0,Fast,Delays of two minutes and delays easing on I-94 Westbound in Avondale. Average speed 25 mph.,Kennedy Expy W,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-06-24T12:51:00.000-04:00,87.0,87.0,31.0,29.31,10.0,SSE,5.0,0.0,,Mostly Cloudy
C-13894738,1,41.686588,-87.601189,2022-01-23 09:31:00+00:00,2022-01-23 10:11:50+00:00,4.610000133514403,2.0,2.0,Fast,Delays of two minutes on I-94 Bishop Ford Fwy Westbound between Exit 69 Doty Ave and Exit 65 Stony Island Ext. Average speed 35 mph.,Bishop Ford Fwy E,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-01-23T04:40:00.000-05:00,24.0,14.0,81.0,29.16,1.0,NE,9.0,0.02,,Light Snow
C-22178448,3,41.824982,-87.718651,2022-02-22 12:55:00+00:00,2022-02-22 14:02:08+00:00,5.480000019073486,17.0,17.0,Moderate,Severe delays of 17 minutes and delays increasing on I-55 Stevenson Expy Southbound between Exits 292 292A 292B 293A 293B I-90 Dan Ryan Express Lane Exit 53C and Exit 287 Pulaski Rd. Average speed ten mph.,Adlai E Stevenson Expy S,Chicago,Cook,IL,US,60632,US/Central,KMDW,2022-02-22T07:53:00.000-05:00,38.0,30.0,89.0,29.08,1.0,N,13.0,0.19,,T-Storm
C-32055401,3,41.982563,-87.795059,2022-07-12 21:31:00+00:00,2022-07-12 22:26:56+00:00,16.389999389648438,15.0,32.0,Moderate,Severe delays of 32 minutes and delays easing on I-90 Kennedy Expy Westbound between Exit 51B Randolph St and Exits 81A 81B Bryn Mawr Ave. Average speed 15 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-07-12T17:51:00.000-04:00,85.0,85.0,31.0,29.15,10.0,NNW,15.0,0.0,,Partly Cloudy
C-1538213,2,41.827099,-87.71191400000002,2022-08-31 12:22:00+00:00,2022-08-31 13:07:32+00:00,3.75,4.0,4.0,Moderate,Delays of four minutes on I-55 Stevenson Expy Southbound between Exit 290 Damen Ave and Exit 287 Pulaski Rd. Average speed 20 mph.,Adlai E Stevenson Expy S,Chicago,Cook,IL,US,60632,US/Central,KMDW,2022-08-31T07:53:00.000-04:00,65.0,65.0,68.0,29.37,10.0,W,7.0,0.0,,Fair
C-4569001,1,41.721058,-87.624138,2022-06-15 11:32:00+00:00,2022-06-15 12:37:20+00:00,1.440000057220459,1.0,1.0,Slow,Delays of one minute and delays easing on I-94 Dan Ryan Expy Westbound between Exit 63 I-57 and State St. Average speed 20 mph.,Dan Ryan Expy N,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-06-15T07:53:00.000-04:00,84.0,84.0,63.0,29.25,10.0,WSW,14.0,0.0,,Partly Cloudy
C-13409551,3,41.875359,-87.679901,2022-02-25 14:23:00+00:00,2022-02-25 15:46:23+00:00,16.940000534057614,12.0,16.0,Fast,Severe delays of 16 minutes and delays increasing on I-290 Eisenhower Expy Eastbound between I-290 Eisenhower Expy and Exit 29A Congress Pkwy. Average speed 25 mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60612,US/Central,KMDW,2022-02-25T08:53:00.000-05:00,22.0,10.0,78.0,29.69,10.0,NNW,13.0,0.0,,Partly Cloudy
C-9250589,2,41.983227,-87.818085,2022-07-14 21:42:00+00:00,2022-07-14 22:23:49+00:00,3.549999952316284,5.0,8.0,Moderate,Delays of eight minutes on I-90 Kennedy Expy Eastbound between I-90 and Exit 81A IL-72 Higgins Ave. Average speed 15 mph.,Kennedy Expy E,Chicago,Cook,IL,US,60631,US/Central,KORD,2022-07-14T17:51:00.000-04:00,78.0,78.0,45.0,29.41,10.0,NE,10.0,0.0,,Fair
C-24234465,2,41.780502,-87.631439,2022-07-20 19:10:00+00:00,2022-07-20 20:16:18+00:00,6.460000038146973,4.0,5.0,Moderate,Delays of five minutes and delays increasing on I-90 Dan Ryan Expy Eastbound between Exit 53C I-55 Exits 292 292A 292B 293A 293B and I-90 Dan Ryan Expy Chicago Skwy / I-94 Dan Ryan Expy. Average speed 25 mph.,Dan Ryan Expy E,Chicago,Cook,IL,US,60621,US/Central,KMDW,2022-07-20T14:53:00.000-04:00,88.0,88.0,45.0,28.97,10.0,W,24.0,0.0,,Mostly Cloudy / Windy
C-2421081,1,41.7019,-87.59251400000002,2022-08-09 15:45:00+00:00,2022-08-09 16:53:32+00:00,1.4500000476837158,1.0,1.0,Fast,Delays of one minute and delays easing on I-94 Bishop Ford Fwy Westbound between Exits 66A 66B 115th St and Exit 63 I-57. Average speed 20 mph.,Bishop Ford Fwy W,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-08-09T11:53:00.000-04:00,73.0,73.0,57.0,29.46,10.0,NNE,12.0,0.0,,Partly Cloudy
C-17580552,1,41.89822,-87.65975999999998,2022-02-19 21:41:00+00:00,2022-02-19 22:23:04+00:00,2.5,0.0,1.0,Moderate,Delays of one minute on I-90 Kennedy Expy Eastbound between Exit 48A Armitage Ave and Exit 49B Milwaukee Ave. Average speed 25 mph.,I-94 W,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-02-19T16:53:00.000-05:00,21.0,13.0,46.0,29.72,10.0,WSW,6.0,0.0,,Fair
C-7884607,1,41.898403,-87.624084,2022-08-13 22:14:00+00:00,2022-08-13 22:56:40+00:00,2.5699999332427983,1.0,5.0,Slow,Delays of five minutes on Michigan Ave Northbound in Streeterville. Average speed ten mph.,N Michigan Ave,Chicago,Cook,IL,US,60611-2104,US/Central,KMDW,2022-08-13T17:53:00.000-04:00,79.0,79.0,50.0,29.29,10.0,S,15.0,0.0,,Mostly Cloudy
C-14123363,2,41.98254,-87.79782900000002,2022-06-08 15:37:00+00:00,2022-06-08 16:43:59+00:00,4.239999771118163,6.0,6.0,Moderate,Delays of six minutes and delays increasing on I-90 Kennedy Expy Westbound between Exit 84 Lawrence Ave and Exit 80 IL-72 Higgins Ave. Average speed 15 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-06-08T11:51:00.000-04:00,68.0,68.0,55.0,29.13,9.0,S,8.0,0.0,,Light Rain
C-18502356,1,41.926373,-87.671028,2022-02-17 21:41:00+00:00,2022-02-17 23:38:19+00:00,3.630000114440918,9.0,11.0,Slow,Severe delays of eleven minutes and delays increasing on Clybourn Ave Northbound in Bucktown. Average speed five mph.,N Clybourn Ave,Chicago,Cook,IL,US,60614-1918,US/Central,KMDW,2022-02-17T16:47:00.000-05:00,25.0,11.0,86.0,29.21,0.25,N,20.0,0.0,,Heavy Snow
C-5179259,3,41.803188,-87.786827,2022-07-07 20:31:00+00:00,2022-07-07 21:18:43+00:00,7.989999771118164,11.0,12.0,Moderate,Severe delays of twelve minutes and delays increasing on I-55 Stevenson Expy Northbound between Exits 279A 279A-B 279B US-12 La Grange Rd and I-55 Stevenson Expy. Average speed 15 mph.,Adlai E Stevenson Expy N,Chicago,Cook,IL,US,60638,US/Central,KMDW,2022-07-07T16:53:00.000-04:00,85.0,85.0,57.0,29.29,10.0,E,14.0,0.0,,Mostly Cloudy
C-4037550,1,41.89883,-87.6241,2022-06-18 20:49:00+00:00,2022-06-18 21:51:30+00:00,2.549999952316284,3.0,6.0,Slow,Delays of six minutes and delays increasing on Michigan Ave Northbound between Ida B Wells Dr and Delaware Pl. Average speed five mph.,N Michigan Ave,Chicago,Cook,IL,US,60611,US/Central,KMDW,2022-06-18T16:53:00.000-04:00,74.0,74.0,25.0,29.59,10.0,NE,14.0,0.0,,Fair
C-13044538,2,41.92231,-87.677773,2022-08-04 16:43:00+00:00,2022-08-04 17:48:48+00:00,5.559999942779541,3.0,4.0,Moderate,Delays of four minutes and delays increasing on I-94 Westbound in Maplewood. Average speed 25 mph.,N Damen Ave,Chicago,Cook,IL,US,60614,US/Central,KMDW,2022-08-04T12:53:00.000-04:00,85.0,85.0,63.0,29.32,10.0,VAR,7.0,0.0,,Mostly Cloudy
C-7441807,1,41.91030900000001,-87.687546,2022-02-11 23:34:00+00:00,2022-02-12 00:18:07+00:00,3.3399999141693115,2.0,8.0,Slow,Delays of eight minutes on IL-64 North Ave Westbound in Wicker Park. Average speed five mph.,W North Ave,Chicago,Cook,IL,US,60647-5317,US/Central,KMDW,2022-02-11T18:53:00.000-05:00,36.0,25.0,62.0,29.09,10.0,W,22.0,0.0,,Mostly Cloudy / Windy
C-7499683,1,41.863533,-87.61868299999998,2022-04-05 13:08:00+00:00,2022-04-05 13:49:56+00:00,2.380000114440918,4.0,5.0,Slow,Delays of five minutes on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Northbound between I-55 Stevenson Expy and Columbus Dr. Average speed ten mph.,S Lake Shore Dr,Chicago,Cook,IL,US,60605,US/Central,KMDW,2022-04-05T08:53:00.000-04:00,40.0,35.0,89.0,29.17,0.5,ESE,7.0,0.0,,Fog
C-9102485,1,41.875561,-87.663368,2022-04-25 13:26:00+00:00,2022-04-25 14:09:14+00:00,2.8199999332427983,0.0,1.0,Fast,Delays of one minute on I-290 Eisenhower Expy Eastbound between Exits 26B 27A Sacramento Blvd and Exit 29A Congress Pkwy. Average speed 30 mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-04-25T09:53:00.000-04:00,52.0,52.0,53.0,29.33,10.0,WSW,16.0,0.0,,Cloudy
C-12322152,1,41.756386,-87.625763,2022-02-08 20:12:00+00:00,2022-02-08 21:09:25+00:00,3.150000095367432,0.0,2.0,Fast,Delays of two minutes and delays easing on I-94 Dan Ryan Expy Eastbound between I-90 Dan Ryan Expy and Exit 61B Lafayette Ave. Average speed 25 mph.,E 76th St,Chicago,Cook,IL,US,60620,US/Central,KMDW,2022-02-08T14:53:00.000-05:00,34.0,25.0,61.0,29.19,10.0,S,13.0,0.0,,Mostly Cloudy
C-76205,2,41.92231,-87.677773,2022-03-14 16:43:00+00:00,2022-03-14 17:48:56+00:00,5.090000152587892,7.0,7.0,Moderate,Delays of seven minutes and delays easing on I-90 Kennedy Expy Westbound between Exit 51B Randolph St and Exit 47A Fullerton Ave. Average speed 15 mph.,N Damen Ave,Chicago,Cook,IL,US,60614,US/Central,KMDW,2022-03-14T12:53:00.000-04:00,58.0,58.0,39.0,29.43,10.0,SSW,13.0,0.0,,Mostly Cloudy
C-25161118,2,41.881222,-87.645958,2022-03-09 15:35:00+00:00,2022-03-09 16:26:49+00:00,2.859999895095825,0.0,3.0,Moderate,Delays of three minutes and delays easing on I-90 Kennedy Expy Eastbound between Exit 49A Division St and Exit 51F-G Adams St. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-03-09T10:53:00.000-05:00,40.0,33.0,55.0,29.34,10.0,WNW,10.0,0.0,,Fair
C-30956487,0,41.80756,-87.748421,2022-03-24 20:55:00+00:00,2022-03-24 21:39:20+00:00,0.8199999928474426,2.0,2.0,Moderate,Delays of two minutes on 47th St Westbound in Archer Heights. Average speed five mph.,W 47th St,Chicago,Cook,IL,US,60638-2002,US/Central,KMDW,2022-03-24T16:53:00.000-04:00,45.0,40.0,76.0,29.04,9.0,WSW,9.0,0.01,,Light Rain
C-7886139,2,41.875507,-87.654884,2022-08-13 19:45:00+00:00,2022-08-13 20:57:29+00:00,3.190000057220459,5.0,7.0,Slow,Delays of seven minutes and delays increasing on I-290 Eisenhower Expy Eastbound between Exit 27C Congress Pkwy and I-90 Dan Ryan Express Lane Exit 53C. Average speed ten mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-08-13T15:53:00.000-04:00,78.0,78.0,46.0,29.3,10.0,S,16.0,0.0,,Mostly Cloudy
C-1539128,0,41.997791,-87.806412,2022-08-31 12:56:00+00:00,2022-08-31 13:49:41+00:00,0.6100000143051147,2.0,2.0,Moderate,Delays of two minutes and delays easing on Devon Ave Eastbound in Edison Park. Average speed five mph.,W Devon Ave,Chicago,Cook,IL,US,60631-1629,US/Central,KORD,2022-08-31T08:51:00.000-04:00,66.0,66.0,68.0,29.31,10.0,W,8.0,0.0,,Fair
C-13103176,3,41.982578,-87.793869,2022-03-22 22:36:00+00:00,2022-03-22 23:17:45+00:00,5.03000020980835,10.0,19.0,Slow,Severe delays of 19 minutes on I-90 Kennedy Expy Westbound between I-94 Edens Expy and Exits 81A 81B Bryn Mawr Ave. Average speed ten mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-03-22T18:51:00.000-04:00,53.0,53.0,83.0,29.01,10.0,ESE,18.0,0.01,,Cloudy
C-8124534,1,41.936291,-87.702629,2022-03-17 23:36:00+00:00,2022-03-18 00:25:49+00:00,4.400000095367432,2.0,4.0,Fast,Delays of four minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-03-17T19:51:00.000-04:00,53.0,53.0,57.0,29.18,10.0,NNE,12.0,0.0,,Partly Cloudy
C-22151270,2,41.873741,-87.724777,2022-02-23 18:49:00+00:00,2022-02-23 19:46:00+00:00,3.660000085830689,4.0,4.0,Moderate,Delays of four minutes and delays increasing on I-290 Eisenhower Expy Eastbound between Exit 23B Flournoy St and Exit 26A Harrison St. Average speed 20 mph.,W Harrison St,Chicago,Cook,IL,US,60624,US/Central,KMDW,2022-02-23T13:53:00.000-05:00,24.0,15.0,46.0,29.8,10.0,N,8.0,0.0,,Mostly Cloudy
C-26207722,1,41.82394,-87.631348,2022-07-31 17:24:00+00:00,2022-07-31 18:21:50+00:00,1.8600000143051147,5.0,6.0,Slow,Delays of six minutes and delays increasing on Wentworth Ave Southbound in Bronzeville. Average speed ten mph.,S Wentworth Ave,Chicago,Cook,IL,US,60609-1822,US/Central,KMDW,2022-07-31T13:53:00.000-04:00,84.0,84.0,38.0,29.39,10.0,SSW,14.0,0.0,,Partly Cloudy
C-13091511,1,41.785732,-87.683815,2022-03-23 20:26:00+00:00,2022-03-23 21:27:38+00:00,2.150000095367432,5.0,7.0,Slow,Delays of seven minutes and delays increasing on Western Ave Southbound in Gage Park. Average speed five mph.,S Western Ave,Chicago,Cook,IL,US,60636-2018,US/Central,KMDW,2022-03-23T16:16:00.000-04:00,56.0,56.0,90.0,28.77,4.0,S,6.0,0.2,,Light Rain
C-1557655,2,41.875443,-87.645264,2022-08-30 13:03:00+00:00,2022-08-30 13:56:35+00:00,12.729999542236328,6.0,15.0,Moderate,Severe delays of 15 minutes and delays easing on I-94 Westbound between I-94 Dan Ryan Expy Dan Ryan Express Lane and I-90 Dan Ryan Express Lane. Average speed 20 mph.,Eisenhower Expy,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-08-30T08:53:00.000-04:00,72.0,72.0,59.0,29.27,10.0,WNW,12.0,0.0,,Fair
